id,portal,title,property_type,canon,admin_fee,total_price,price_per_m2,neighborhood,zone,address,area_m2,bedrooms,bathrooms,parking,stratum,url,contact_phone,contact_whatsapp,contact_agency,contact_agent_name,images_count,main_image,verified,description
MQ-16295-M5698612,Metrocuadrado,"Apartamento en Arriendo, LA CUMBRE, Barranquilla",Apartamento,2430000,0,2430000,40500,La Cumbre,Noroccidente,"La Cumbre, Barranquilla",60.0,1,1,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-el-tabor-1-habitaciones-1-banos-1-garajes/16295-M5698612,3013963006,573013963006,Inmobiliaria,HECTOR ELIAS VILLADA IDARRAGA,12,https://multimedia.metrocuadrado.com/16295-M5698612/16295-M5698612_1.jpg,True,"Apartamento en arriendo en La Cumbre, ubicado en unidad cerrada cerca a centros comerciales, supermercados, restaurantes, parques, colegios, rutas de transporte público. Cuenta con 1 habitacion, 1 baño, sala comedor, pisos en porcelanato, estufa, campana y hornos empotrados, cocina integral con mesó"
MQ-23769-M7006578,Metrocuadrado,"Apartamento en Arriendo, Paraiso, Barranquilla",Apartamento,2200000,230000,2430000,45000,Paraiso,Noroccidente,"Paraiso, Barranquilla",54.0,2,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-batallon-infanteria-2-habitaciones-2-banos-1-garajes/23769-M7006578,3163344763,573163344763,Inmobiliaria,GINA DEL SOCORRO BARRAZA SANJUAN,12,https://multimedia.metrocuadrado.com/23769-M7006578/23769-M7006578_1.jpg,True,"SE ARRIENDA APARTAMENTO AMOBLADO  Área 54 MTS  2 Habitaciones  2 Baños  Sala  Comedor  Cocina  Este apartamento está amoblado y equipado, el edificio cuenta con piscina, gimnasio y salon comunal.  CODIGO PRESTIGIO 109-55"
FR-194186728,Finca Raiz,"Apartamento en Arriendo en Rio Alto, Barranquilla",Apartamento,2450000,0,2450000,31013,Rio Alto,Noroccidente,Calle 99 # 71 - 66 Conj Missoni T1 Apto 806,79.0,2,2,1,5,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-rio-alto-barranquilla/194186728,+5731,,CASARRIENDOS S.A.S.,CASARRIENDOS S.A.S.,28,https://cdn2.infocasas.com.uy/repo/img/6a9837f6f21d2_infocdn__gr-apartamento-en-arriendo-rio-al-1788024430-6968-1736jpeg.jpeg,True,"Apartamento en arriendo ubicado en Río alto (Missoni) proyecto aun en construcción. Ubicado en piso 8, cuenta con una excelente área de 78m2, esquinero, lado sombra , dos habitaciones, dos baños, espacio sala y comedor independiente.  El inmueble cuenta con 3 aires acondicionados inverter. Áreas soc"
MQ-16295-M5724974,Metrocuadrado,"Apartamento en Arriendo, VILLA COUNTRY, Barranquilla",Apartamento,2450000,0,2450000,39516,Villa Country,Noroccidente,"Villa Country, Barranquilla",62.0,2,1,1,6,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-country-2-habitaciones-1-banos-1-garajes/16295-M5724974,3013963006,573013963006,Inmobiliaria,HECTOR ELIAS VILLADA IDARRAGA,12,https://multimedia.metrocuadrado.com/16295-M5724974/16295-M5724974_1.jpg,True,"Apartamento en arriendo en Villa Country, ubicado en unidad cerrada cerca a centros comerciales, supermercados, parques, colegios, rutas de transporte publico. Cuenta con 2 habitaciones, 1 baño, sala comedor, cocina integral tipo americano con meson en granito, pisos en ceramica, zona de ropas, circ"
MQ-16295-M6015724,Metrocuadrado,"Apartamento en Arriendo, ANDALUCIA, Barranquilla",Apartamento,2450000,0,2450000,64474,Andalucia,Noroccidente,"Andalucia, Barranquilla",38.0,1,1,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-andalucia-1-habitaciones-1-banos-1-garajes/16295-M6015724,3013963006,573013963006,Inmobiliaria,HECTOR ELIAS VILLADA IDARRAGA,12,https://multimedia.metrocuadrado.com/16295-M6015724/16295-M6015724_1.jpg,True,"Apartamento en arriendo en Andalucia, ubicado en unidad cerrada cerca a centros comerciales, parques, restaurante, droguerías, colegios, rutas de transporte públicos. Cuenta con 1 habitación, 2 baños, sala comedor, estar de tv, aire acondicionado,  pisos en porcelanato, cocina integral con mesón en "
MERGED-18514-M6137562-193065952,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en San vicente, Barranquilla",Apartamento,2100000,368000,2468000,36836,San Vicente,Norte,"San Vicente, Barranquilla",67.0,2,1,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-san-vicente-2-habitaciones-1-banos-1-garajes/18514-M6137562,3228207300,573228207300,Inmobiliaria / Inmobiliaria y Constructora Segebre,CARMEN JULIA SEGEBRE  ELJADUE,35,https://multimedia.metrocuadrado.com/18514-M6137562/18514-M6137562_32.jpg,True,"SEGEBRE INMOBILIARIA ARRIENDA. Apartamento en Barranquilla. Este tradicional y conservador apartamento cuenta con 67 metros cuadrados distribuidos en 2 habitaciones con closet más habitación de servicio, 1 baño más baño de servicio, cocina integral, zona de labores, respectiva sala comedor y 1 parqu"
MQ-130-M6753145,Metrocuadrado,"Apartamento en Arriendo, Andalucia, Barranquilla",Apartamento,2000000,480000,2480000,21053,Andalucia,Noroccidente,"Andalucia, Barranquilla",117.8,3,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-andalucia-3-habitaciones-2-banos-1-garajes/130-M6753145,3203509099,573124639876,Inmobiliaria,ALIADOS INMOBILIARIOS,12,https://multimedia.metrocuadrado.com/130-M6753145/130-M6753145_18.jpg,True,"Apartamento amplio consta de 117.80 M2, sala, comedor, cocina tradicional sencilla, zona de labores, habitación principal con closet y baño interno, alcobas auxiliares dos con closet, baño auxiliar, pisos en granito, Edificio cuenta con parqueadero y vigilancia, excelente ubicacion al norte, zona re"
MQ-2398-M6781525,Metrocuadrado,"Apartamento en Arriendo, Miramar, Barranquilla",Apartamento,2490000,0,2490000,51875,Miramar,Noroccidente,"Miramar, Barranquilla",48.0,2,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-miramar-2-habitaciones-2-banos/2398-M6781525,6052517194,573169571403,INURBANAS S.A.S. / Inmobiliaria,Asesor Comercial,24,https://multimedia.metrocuadrado.com/2398-M6781525/2398-M6781525_81.jpg,True,"¡Oportunidad única! Arriendo totalmente Amoblado Apartamento en Conjunto Residencial en Miramar. Con solo un año de uso. Ubicado en el primer piso, cuenta con 48m², 2 habitaciones con baño y closet, sala, comedor, estudio, cocina integral y garaje independiente. El conjunto ofrece 3 salones comunale"
FR-6869343,Finca Raiz,"Apartamento en arriendo en Bellavista, Barranquilla",Apartamento,2500000,0,2500000,12500,Bellavista,Norte,"Carrera 62 # 64-78, San Francisco, Barranquilla, Atlántico, Colombia",200.0,3,4,1,4,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-bellavista-barranquilla/6869343,+5732,,Inmobiliaria Riomar SAS,Inmobiliaria Riomar SAS,10,https://cdn2.infocasas.com.uy/repo/img/687ea98f30a8f_infocdn__qoxzfgxrkpqdukgsapzmqreqhtnms0bqcpneevmnjpg.jpg,False,"Se arrienda apartamento de tercer piso estrato 4 con un area aproximada de 200 MTS(2)  ubicado en el barrio bellavista. Esta propiedad consta de las siguientes características: 3 cuartos amplios, 4 baños incluyendo el de servicio,  antesala,  sala-comedor,  estudio,  balcón,  cocina integral con esp"
MQ-2171-M6737236,Metrocuadrado,"Apartamento en Arriendo, La Cumbre, Barranquilla",Apartamento,2500000,0,2500000,16667,La Cumbre,Noroccidente,"La Cumbre, Barranquilla",150.0,3,2,1,6,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-la-cumbre-3-habitaciones-2-banos-1-garajes/2171-M6737236,3367500,573183414013,SALES INMOBILIARIA,Asesor Comercial,5,https://multimedia.metrocuadrado.com/2171-M6737236/2171-M6737236_11.jpg,True,Vive la comodidad y el estilo que mereces con este moderno apartamento  diseñado para potenciar tu calidad de vida y ofrecerte un espacio perfecto para disfrutar  invertir y crecer. Cod. Interno 9559
FR-191375736,Finca Raiz,"Apartamento en Arriendo en Riomar, Barranquilla",Apartamento,2040000,460000,2500000,20325,Riomar,Noroccidente,Calle 84 # 59 - 43 Edificio Turín Apto 3B,123.0,3,2,1,4,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-riomar-barranquilla/191375736,+5730,,Issa Saieh Inmobiliaria,Issa Saieh Inmobiliaria,11,https://cdn2.infocasas.com.uy/repo/img/6ab44c50e3565_infocdn__28586-0-82761486jpg.jpg,True,"Admon $460.000 ¡¿Qué esperas?! Apartamento ubicado en 3er piso en arriendo/venta ubicado en el barrio Riomar de la ciudad de Barranquilla, cuenta con un área de 123 metros cuadrados, posee 3 alcobas, 2 baños, sala, comedor, balcón, cocina tradicional, hall de alcobas, alcoba de servicio y área de la"
MQ-MC7078561,Metrocuadrado,"Apartamento en Arriendo, ALTOS DEL PRADO   Noroccidente, Barranquilla",Apartamento,2500000,0,2500000,21368,Altos del Prado,Noroccidente,"Altos del Prado, Barranquilla",117.0,2,2,2,6,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-riomar-2-habitaciones-2-banos-2-garajes/MC7078561,3144656205,573144656205,Persona natural,tatiana benavides,12,https://multimedia.metrocuadrado.com/MC7078561/MC7078561_15.jpg,True,Para mayor información escribanos vía WhatsApp y uno de nuestros agentes inmobiliarios te atenderá. Hermoso apto de 117 metros ² en uno de los sectores más exclusivos de Barranquilla. dos habitaciones mas walk-in closet Estar de alcobas Sala-comedor ¿ cocina abierta Zona de labores mas balcón dos ba
FR-194074500,Finca Raiz,"Apartamento en Arriendo en Altos de riomar, Barranquilla",Apartamento,2500000,0,2500000,23585,Altos de riomar,Noroccidente,calle 90 n °53-17 apto 201 torre 2,106.0,3,2,1,5,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-altos-de-riomar-barranquilla/194074500,+5732,,IGAMA S.A,IGAMA S.A,8,https://cdn2.infocasas.com.uy/repo/img/6a7257bec7582_infocdn__5189-1-1785853489jpg.jpg,True,"En el corazón de la Zona Riomar, específicamente en el barrio Altos de Riomar, se encuentra un apartamento que representa una valiosa oportunidad para quienes buscan establecer un hogar en una de las áreas más dinámicas de Barranquilla. Con un área de 106 m², este inmueble ofrece un espacio funciona"
MERGED-18260-M6937984-194095045,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en La campiña, Barranquilla",Apartamento,1799000,701000,2500000,24272,La Campiña,Noroccidente,Carrera 43B # 87 - 39 Edificio Anyar Apto 904,103.0,3,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-la-campina-3-habitaciones-2-banos-1-garajes/18260-M6937984,3157227537,573157227537,Inmobiliaria / Issa Saieh Inmobiliaria,ELIAS MOISES SAIEH  PACHECO,33,https://multimedia.metrocuadrado.com/18260-M6937984/18260-M6937984_1.jpg,True,"¡Vive como lo mereces! En arriendo apartamento moderno dúplex de 103 m2 ubicado en sector norte de la ciudad. Consta de 3 habitaciones, sala, comedor, cocina integral, 2 baños + baño social, estudio, cuarto de servicio, área de labores y balcón. El edificio tiene acceso a parqueadero, salón social, "
MQ-MC7078240,Metrocuadrado,"Apartamento en Arriendo, BUENAVISTA   Noroccidente, Barranquilla",Apartamento,2500000,0,2500000,25773,Buenavista,Noroccidente,"Buenavista, Barranquilla",97.0,2,3,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-cr.-bora-2-habitaciones-3-banos-1-garajes/MC7078240,3144748710,573144748710,Persona natural,german villegas,12,https://multimedia.metrocuadrado.com/MC7078240/MC7078240_7.jpg,True,Para mayor información escribanos vía WhatsApp y uno de nuestros agentes inmobiliarios te atenderá. RENTO HERMOSO APTO EN SECTOR RIO ALTO BUENAVISTA. APTO DE 2 ALCOBAS SALA COMEDOR COSINA Y BALCON AMPLIO HERMOSAS AREAS COMUNES.
MQ-20424-M6998411,Metrocuadrado,"Apartamento en Arriendo, VILLA SANTOS, Barranquilla",Apartamento,2500000,0,2500000,27174,Villa Santos,Noroccidente,"Villa Santos, Barranquilla",92.0,3,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-santos-3-habitaciones-2-banos-1-garajes/20424-M6998411,3003203000,573003203000,Inmobiliaria,JOSE ALEJANDRO DIAZ GUTIERREZ,12,https://multimedia.metrocuadrado.com/20424-M6998411/20424-M6998411_1.jpg,True,"**Apartamento en Arriendo en Villa Santos, Barranquilla**  En el tradicional y tranquilo barrio Villa Santos, este amplio apartamento de 92 m² ofrece espacios generosos, excelente distribución y un ambiente fresco y agradable. Se encuentra en muy buen estado y listo para disfrutar.  Cuenta con 3 hab"
FR-193957120,Finca Raiz,"Apartamento en Arriendo en Altos de riomar, Barranquilla",Apartamento,2500000,0,2500000,29412,Altos de riomar,Noroccidente,"Altos de Riomar, Riomar, Barranquilla, Atlántico, Colombia",85.0,2,3,1,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-altos-de-riomar-barranquilla/193957120,+5731,,INMOBILIARIA URBAFINCAS S.A.S,INMOBILIARIA URBAFINCAS S.A.S,12,https://cdn2.infocasas.com.uy/repo/img/6a4bbf50aa9c3_infocdn__kgageojoaybldgv4mt7hvyifnlcqza3rffuvlb2ejpg.jpg,True,"? Apartamento en arriendo – Altos de Riomar  Excelente apartamento ubicado en el exclusivo sector de Altos de Riomar, cerca al Centro Comercial Viva, colegios y con fácil acceso a rutas de buses.  ✨ Características: • 2 alcobas, cada una con baño privado y clóset • Baño auxiliar • Sala – comedor • C"
MQ-18514-M6793259,Metrocuadrado,"Apartamento en Arriendo, El Prado, Barranquilla",Apartamento,2500000,0,2500000,29762,El Prado,Norte,"El Prado, Barranquilla",84.0,2,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-el-prado-2-habitaciones-2-banos-1-garajes/18514-M6793259,3228207300,573228207300,Inmobiliaria,CARMEN JULIA SEGEBRE  ELJADUE,9,https://multimedia.metrocuadrado.com/18514-M6793259/18514-M6793259_1.jpg,True,"Segebre Inmobiliaria arriendavende apartamento en sector del prado, El apartamento Consta de 2 habitaciones, 2 baños, sala, comedor, 1 baños social, Citófono, cuarto de servicio, cocina  zona de colgar ropa. el edificio cuenta con ascensor. COD.2136"
MQ-9889-M4361051,Metrocuadrado,"Apartamento en Arriendo, Los Alpes, Barranquilla",Apartamento,2500000,0,2500000,30488,Los Alpes,Noroccidente,"Los Alpes, Barranquilla",82.0,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-los-alpes-3-habitaciones-2-banos-1-garajes/9889-M4361051,3151539929,573151539929,ARIZA Y CORREA LTDA,Asesor Comercial,12,https://multimedia.metrocuadrado.com/9889-M4361051/9889-M4361051_49.jpg,True,"Apartamento en arriendo ubicado en el barrio los alpes, barrio tranquilo, central y muy residencial. cuenta con 3 habitaciones, 2 baños, cocina integral, zona de labores y parqueadero, piso 2 con acceso por escaleras. Cercano a supermercados y centro comerciales"
FR-193941696,Finca Raiz,"Apartamento en Arriendo en Granadillo, Barranquilla",Apartamento,2500000,0,2500000,30488,Granadillo,Norte,CARRERA 43 B   82- 114,82.0,2,3,1,4,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-granadillo-barranquilla/193941696,32055,,Cherenek SAS,Cherenek SAS,24,https://cdn2.infocasas.com.uy/repo/img/6a45742ada03c_infocdn__1db6cf4c-5812-4ca7-9f57-0aa7d79b0a99.jpeg,True,"Se arrienda apto . cuen ta con 2 alcobas y 3 baños,  sala comedor 2 balcones pequeños. vista interna, piso bajo, edificio cuenta con piscina de adultos y de niños, 3 ascensores panorámicos, gimnasio, salón social, parque infantil, vigilancia 24 hrs. Cerca a centros comerciales y universidades, vías "
MQ-13957-M6989935,Metrocuadrado,"Apartamento en Arriendo, Villa Carolina, Barranquilla",Apartamento,2500000,0,2500000,32051,Villa Carolina,Norte,"Villa Carolina, Barranquilla",78.0,2,2,0,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-carolina-2-habitaciones-2-banos/13957-M6989935,3241000082,573014726883,CONINSA RAMON H. S.A.,Asesor Comercial,12,https://multimedia.metrocuadrado.com/13957-M6989935/13957-M6989935_39.jpg,True,"CONINSA ARRIENDA apartamento de 78 metros en Villa Carolina, sector residencial y de excelente ubicación. Cuenta con sala-comedor, balcón, cocina integral, zona de labores, estudio, sala de estar, 2 alcobas y 2 baños. El conjunto cerrado ofrece vigilancia 24 horas, ascensor, zona infantil, piscina p"
MQ-9851-M5466471,Metrocuadrado,"Apartamento en Arriendo, Villa Santos, Barranquilla",Apartamento,2053700,446300,2500000,40232,Villa Santos,Noroccidente,"Villa Santos, Barranquilla",62.14,2,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-santos-2-habitaciones-2-banos-1-garajes/9851-M5466471,6053303333,573176969321,FINANCAR S.A,Asesor Comercial,12,https://multimedia.metrocuadrado.com/9851-M5466471/9851-M5466471_36.jpg,True,"EXCELENTE APARTAMENTO, AMPLIO, FRESCO,BIEN ILUMINADO, BALCÓN.  CUENTA CON COCINA INTEGRAL  ABIERTA , PISOS EN CERÁMICA. EDIFICIO OFRECE PISCINA ,SALÓN SOCIAL, GIMNASIO . BUENA UBICACIÓN, CERCA DEL CENTRO COMERCIAL BUENAVISTA , MAKRO, PRICESMART, EXCELENTE VISTA."
MQ-18260-M5418901,Metrocuadrado,"Apartamento en Arriendo, Miramar, Barranquilla",Apartamento,2274000,226000,2500000,40323,Miramar,Noroccidente,"Miramar, Barranquilla",62.0,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-rosario-3-habitaciones-2-banos-1-garajes/18260-M5418901,3157227537,573157227537,Inmobiliaria,ELIAS MOISES SAIEH  PACHECO,12,https://multimedia.metrocuadrado.com/18260-M5418901/18260-M5418901_1.jpg,True,"+Admón $226.000 ¡Vive como lo mereces! En arriendo apartamento moderno amoblado de 62 m2 ubicado en sector norte de la ciudad. Consta de 3 habitaciones, cocina integral, sala comedor, hall de alcobas, 2 baños, área de labores, terraza y balcón. El edificio cuenta con acceso a ascensor, sala de esper"
MQ-9851-M7041962,Metrocuadrado,"Apartamento en Arriendo, Paraiso, Barranquilla",Apartamento,2362000,138000,2500000,43860,Paraiso,Norte,"Paraiso, Barranquilla",57.0,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-paraiso-3-habitaciones-2-banos/9851-M7041962,6053303333,573176969321,FINANCAR S.A / Inmobiliaria,Asesor Comercial,20,https://multimedia.metrocuadrado.com/9851-M7041962/9851-M7041962_1.jpg,True,"Descubre este apartamento amoblado de 57 metros cuadrados distribuidos en Sala-Comedor, Cocina Integral, 3 habitaciones, 2 baños, area de labores. Disfruta de iluminación natural, zonas verdes y vigilancia privada 24*7. Además, ofrece acceso a Salón Comunal, Piscina, Zona Infantil, Gimnasio, Planta "
FR-194306458,Finca Raiz,"Apartamento en Arriendo en Ciudad Mallorquin, Barranquilla",Apartamento,2265000,235000,2500000,43860,Ciudad Mallorquin,Noroccidente,Cra 22# 1E-86,57.0,2,2,0,3,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-ciudad-mallorquin-barranquilla/194306458,+5730,,Issa Saieh Inmobiliaria,Issa Saieh Inmobiliaria,8,https://cdn2.infocasas.com.uy/repo/img/6ab43e78d6508_infocdn__32490-1-1790188536jpg.jpg,True,"Descubre este increíble apartamento amoblado de 2 habitaciones y 2 baños en una zona residencial con cómodas vías de acceso. Al entrar, te recibirá una cocina integral moderna y funcional, seguida de una acogedora sala-comedor con vista exterior y baño social. Además, cuenta con un estudio ideal par"
MQ-5410-M6092778,Metrocuadrado,"Apartamento en Arriendo, San Vicente, Barranquilla",Apartamento,2500000,0,2500000,49020,San Vicente,Norte,"San Vicente, Barranquilla",51.0,1,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-san-vicente-1-habitaciones-2-banos-1-garajes/5410-M6092778,3145889507,573145889507,Inmobiliaria Mchaileh,Asesor Comercial,11,https://multimedia.metrocuadrado.com/5410-M6092778/5410-M6092778_12.jpg,True,"Descubre la elegancia y comodidad en este exclusivo apartamento AMOBLADO en arriendo ubicado en una de las zonas más prestigiosas de la ciudad. Con 1 habitación, 2 baños y 51 metros cuadrados, este espacio ofrece un ambiente acogedor y funcional para tu estilo de vida. Además, cuenta con 1 parqueade"
FR-194152252,Finca Raiz,"Apartamento en Arriendo en Granadillo, Barranquilla",Apartamento,2200000,300000,2500000,55556,Granadillo,Norte,Carrera 44 # 84 - 51,45.0,1,1,1,4,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-granadillo-barranquilla/194152252,+5732,,Grupo Arenas,Grupo Arenas,11,https://cdn2.infocasas.com.uy/repo/img/6a8c49e0f20eb_infocdn__94377-1-1777497573jpg.jpg,True,"Apartamento amoblado en arriendo en la ciudad de Barranquilla ubicado en el sector de Granadillo, en un edificio con vigilancia privada las 24 Horas y zonas sociales de entretenimiento, el edificio cuenta con 10 pisos y el apartamento se encuentra en el piso 7, con un área aproximada de 45 mt2 , dis"
MQ-671-M5963637,Metrocuadrado,"Apartamento en Arriendo, San Vicente, Barranquilla",Apartamento,2300000,200000,2500000,62500,San Vicente,Norte,"San Vicente, Barranquilla",40.0,1,1,1,6,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-san-vicente-1-habitaciones-1-banos-1-garajes/671-M5963637,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,7,https://multimedia.metrocuadrado.com/671-M5963637/671-M5963637_8.jpg,True,"Apartamento amoblado en arriendo en la ciudad de Barranquilla ubicado en el barrio San Vicente, En un edificio con vigilancia privada las 24 Horas, El edificio cuenta con 9 pisos, Con un área aproximada de 40 mt2 , Distribuidos en 1 habitaciones, 1 baños, Cocina tipo integral, Zona de labores y 1 pa"
MQ-13156-M6921904,Metrocuadrado,"Apartamento en Arriendo, El Golf, Barranquilla",Apartamento,2208000,292000,2500000,65291,El Golf,Norte,"El Golf, Barranquilla",38.29,1,1,1,6,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-el-golf-1-habitaciones-1-banos-1-garajes/13156-M6921904,3218521992,573218521992,CERTAIN & PEZZANO GRUPO INMOBILIARIO S.A.S.,Asesor Comercial,12,https://multimedia.metrocuadrado.com/13156-M6921904/13156-M6921904_241.jpg,True,"Descubre este moderno apartamento  tipo loft de 38.29M2, 1 baño, cocina integral, 1 parqueadero, ubicado en la exclusiva zona de Riomar, en el barrio El Golf de Barranquilla, un lugar que destaca por su alto estrato y su ambiente sofisticado. Construido en 2018, este inmueble no solo ofrece un diseñ"
